"","dateupdated","cnty_cod","county","totalcases","totalcaserate","hospitalization","totaldeaths","confirmedcases","probablecases","confirmeddeaths","probabledeaths"
"1",2020-05-21 00:00:00,"1","Fairfield","14889","1578","226","1195",NA,NA,NA,NA
"2",2020-05-21 00:00:00,"2","Hartford","9463","1060","184","1155",NA,NA,NA,NA
"3",2020-05-21 00:00:00,"3","Litchfield","1298","717","6","121",NA,NA,NA,NA
"4",2020-05-21 00:00:00,"4","Middlesex","992","610","28","135",NA,NA,NA,NA
"5",2020-05-21 00:00:00,"5","New Haven","10756","1254","272","888",NA,NA,NA,NA
"6",2020-05-21 00:00:00,"6","New London","910","341","21","72",NA,NA,NA,NA
"7",2020-05-21 00:00:00,"7","Tolland","796","527","0","55",NA,NA,NA,NA
"8",2020-05-21 00:00:00,"8","Windham","348","297","3","14",NA,NA,NA,NA
"9",2020-05-22 00:00:00,"1","Fairfield","14989","1588","227","1208",NA,NA,NA,NA
"10",2020-05-22 00:00:00,"2","Hartford","9545","1069","179","1169",NA,NA,NA,NA
"11",2020-05-22 00:00:00,"3","Litchfield","1304","720","5","122",NA,NA,NA,NA
"12",2020-05-22 00:00:00,"4","Middlesex","999","614","25","136",NA,NA,NA,NA
"13",2020-05-22 00:00:00,"5","New Haven","10847","1265","265","897",NA,NA,NA,NA
"14",2020-05-22 00:00:00,"6","New London","970","364","20","72",NA,NA,NA,NA
"15",2020-05-22 00:00:00,"7","Tolland","799","529","0","55",NA,NA,NA,NA
"16",2020-05-22 00:00:00,"8","Windham","354","302","3","14",NA,NA,NA,NA
"17",2020-05-23 00:00:00,"1","Fairfield","15114","1601","232","1215",NA,NA,NA,NA
"18",2020-05-23 00:00:00,"2","Hartford","9686","1085","164","1175",NA,NA,NA,NA
"19",2020-05-23 00:00:00,"3","Litchfield","1331","735","5","121",NA,NA,NA,NA
"20",2020-05-23 00:00:00,"4","Middlesex","1010","621","26","136",NA,NA,NA,NA
"21",2020-05-23 00:00:00,"5","New Haven","10905","1272","254","903",NA,NA,NA,NA
"22",2020-05-23 00:00:00,"6","New London","1046","392","17","74",NA,NA,NA,NA
"23",2020-05-23 00:00:00,"7","Tolland","807","535","0","55",NA,NA,NA,NA
"24",2020-05-23 00:00:00,"8","Windham","359","307","3","14",NA,NA,NA,NA
"25",2020-05-24 00:00:00,"1","Fairfield","15213","1612","233","1221",NA,NA,NA,NA
"26",2020-05-24 00:00:00,"2","Hartford","9841","1102","166","1187",NA,NA,NA,NA
"27",2020-05-24 00:00:00,"3","Litchfield","1346","743","6","126",NA,NA,NA,NA
"28",2020-05-24 00:00:00,"4","Middlesex","1012","622","29","138",NA,NA,NA,NA
"29",2020-05-24 00:00:00,"5","New Haven","11017","1285","253","922",NA,NA,NA,NA
"30",2020-05-24 00:00:00,"6","New London","1043","391","16","78",NA,NA,NA,NA
"31",2020-05-24 00:00:00,"7","Tolland","812","538","0","56",NA,NA,NA,NA
"32",2020-05-24 00:00:00,"8","Windham","365","312","3","14",NA,NA,NA,NA
"33",2020-05-25 00:00:00,"1","Fairfield","15355","1627","225","1231",NA,NA,NA,NA
"34",2020-05-25 00:00:00,"2","Hartford","9917","1111","173","1193",NA,NA,NA,NA
"35",2020-05-25 00:00:00,"3","Litchfield","1360","751","4","129",NA,NA,NA,NA
"36",2020-05-25 00:00:00,"4","Middlesex","1026","631","28","142",NA,NA,NA,NA
"37",2020-05-25 00:00:00,"5","New Haven","11121","1297","248","925",NA,NA,NA,NA
"38",2020-05-25 00:00:00,"6","New London","1075","403","14","78",NA,NA,NA,NA
"39",2020-05-25 00:00:00,"7","Tolland","821","544","0","56",NA,NA,NA,NA
"40",2020-05-25 00:00:00,"8","Windham","371","317","2","14",NA,NA,NA,NA
"41",2020-05-26 00:00:00,"1","Fairfield","15314","1623","220","1242",NA,NA,NA,NA
"42",2020-05-26 00:00:00,"2","Hartford","9962","1116","165","1203",NA,NA,NA,NA
"43",2020-05-26 00:00:00,"3","Litchfield","1360","751","5","130",NA,NA,NA,NA
"44",2020-05-26 00:00:00,"4","Middlesex","1061","652","30","143",NA,NA,NA,NA
"45",2020-05-26 00:00:00,"5","New Haven","11124","1297","248","934",NA,NA,NA,NA
"46",2020-05-26 00:00:00,"6","New London","1053","395","15","79",NA,NA,NA,NA
"47",2020-05-26 00:00:00,"7","Tolland","815","540","0","57",NA,NA,NA,NA
"48",2020-05-26 00:00:00,"8","Windham","371","317","1","14",NA,NA,NA,NA
"49",2020-05-27 00:00:00,"1","Fairfield","15353","1627","211","1246",NA,NA,NA,NA
"50",2020-05-27 00:00:00,"2","Hartford","10078","1129","158","1208",NA,NA,NA,NA
"51",2020-05-27 00:00:00,"3","Litchfield","1366","754","8","128",NA,NA,NA,NA
"52",2020-05-27 00:00:00,"4","Middlesex","1082","665","24","144",NA,NA,NA,NA
"53",2020-05-27 00:00:00,"5","New Haven","11198","1306","232","946",NA,NA,NA,NA
"54",2020-05-27 00:00:00,"6","New London","1067","400","12","83",NA,NA,NA,NA
"55",2020-05-27 00:00:00,"7","Tolland","822","545","2","57",NA,NA,NA,NA
"56",2020-05-27 00:00:00,"8","Windham","375","320","1","14",NA,NA,NA,NA
"57",2020-05-28 00:00:00,"1","Fairfield","15409","1633","188","1257",NA,NA,NA,NA
"58",2020-05-28 00:00:00,"2","Hartford","10146","1137","138","1222",NA,NA,NA,NA
"59",2020-05-28 00:00:00,"3","Litchfield","1375","759","5","130",NA,NA,NA,NA
"60",2020-05-28 00:00:00,"4","Middlesex","1090","670","22","146",NA,NA,NA,NA
"61",2020-05-28 00:00:00,"5","New Haven","11241","1311","207","957",NA,NA,NA,NA
"62",2020-05-28 00:00:00,"6","New London","1068","400","12","85",NA,NA,NA,NA
"63",2020-05-28 00:00:00,"7","Tolland","827","548","2","57",NA,NA,NA,NA
"64",2020-05-28 00:00:00,"8","Windham","380","325","3","14",NA,NA,NA,NA
"65",2020-05-29 00:00:00,"1","Fairfield","15502","1642","176","1267",NA,NA,NA,NA
"66",2020-05-29 00:00:00,"2","Hartford","10207","1143","120","1238",NA,NA,NA,NA
"67",2020-05-29 00:00:00,"3","Litchfield","1381","763","3","131",NA,NA,NA,NA
"68",2020-05-29 00:00:00,"4","Middlesex","1104","679","22","150",NA,NA,NA,NA
"69",2020-05-29 00:00:00,"5","New Haven","11309","1319","195","966",NA,NA,NA,NA
"70",2020-05-29 00:00:00,"6","New London","1076","403","13","89",NA,NA,NA,NA
"71",2020-05-29 00:00:00,"7","Tolland","833","552","2","57",NA,NA,NA,NA
"72",2020-05-29 00:00:00,"8","Windham","381","326","2","14",NA,NA,NA,NA
"73",2020-05-30 00:00:00,"1","Fairfield","15549","1647","163","1277",NA,NA,NA,NA
"74",2020-05-30 00:00:00,"2","Hartford","10296","1153","107","1250",NA,NA,NA,NA
"75",2020-05-30 00:00:00,"3","Litchfield","1397","771","2","133",NA,NA,NA,NA
"76",2020-05-30 00:00:00,"4","Middlesex","1104","679","23","152",NA,NA,NA,NA
"77",2020-05-30 00:00:00,"5","New Haven","11323","1320","170","972",NA,NA,NA,NA
"78",2020-05-30 00:00:00,"6","New London","1078","404","11","89",NA,NA,NA,NA
"79",2020-05-30 00:00:00,"7","Tolland","836","554","2","57",NA,NA,NA,NA
"80",2020-05-30 00:00:00,"8","Windham","384","328","3","14",NA,NA,NA,NA
"81",2020-03-24 00:00:00,"3","Litchfield","22",NA,"3","0",NA,NA,NA,NA
"82",2020-03-24 00:00:00,"2","Hartford","88",NA,"17","2",NA,NA,NA,NA
"83",2020-03-24 00:00:00,"7","Tolland","19",NA,"4","3",NA,NA,NA,NA
"84",2020-03-24 00:00:00,"8","Windham","2",NA,"0","0",NA,NA,NA,NA
"85",2020-03-24 00:00:00,"6","New London","6",NA,"1","0",NA,NA,NA,NA
"86",2020-03-24 00:00:00,"1","Fairfield","384",NA,"23","7",NA,NA,NA,NA
"87",2020-03-24 00:00:00,"4","Middlesex","8",NA,"4","0",NA,NA,NA,NA
"88",2020-03-24 00:00:00,"5","New Haven","89",NA,"19","0",NA,NA,NA,NA
"89",2020-03-25 00:00:00,"1","Fairfield","546",NA,"47","12",NA,NA,NA,NA
"90",2020-03-25 00:00:00,"2","Hartford","116",NA,"24","2",NA,NA,NA,NA
"91",2020-03-25 00:00:00,"3","Litchfield","33",NA,"3","0",NA,NA,NA,NA
"92",2020-03-25 00:00:00,"4","Middlesex","15",NA,"4","0",NA,NA,NA,NA
"93",2020-03-25 00:00:00,"5","New Haven","127",NA,"28","2",NA,NA,NA,NA
"94",2020-03-25 00:00:00,"6","New London","9",NA,"2","0",NA,NA,NA,NA
"95",2020-03-25 00:00:00,"7","Tolland","27",NA,"5","3",NA,NA,NA,NA
"96",2020-03-25 00:00:00,"8","Windham","2",NA,"0","0",NA,NA,NA,NA
"97",2020-03-26 00:00:00,"1","Fairfield","607",NA,"49","13",NA,NA,NA,NA
"98",2020-03-26 00:00:00,"2","Hartford","138",NA,"27","2",NA,NA,NA,NA
"99",2020-03-26 00:00:00,"3","Litchfield","44",NA,"3","0",NA,NA,NA,NA
"100",2020-03-26 00:00:00,"4","Middlesex","18",NA,"5","1",NA,NA,NA,NA
"101",2020-03-26 00:00:00,"5","New Haven","156",NA,"34","2",NA,NA,NA,NA
"102",2020-03-26 00:00:00,"6","New London","13",NA,"2","0",NA,NA,NA,NA
"103",2020-03-26 00:00:00,"7","Tolland","33",NA,"5","3",NA,NA,NA,NA
"104",2020-03-26 00:00:00,"8","Windham","3",NA,"0","0",NA,NA,NA,NA
"105",2020-03-27 00:00:00,"1","Fairfield","752",NA,"68","15",NA,NA,NA,NA
"106",2020-03-27 00:00:00,"2","Hartford","189",NA,"36","2",NA,NA,NA,NA
"107",2020-03-27 00:00:00,"3","Litchfield","52",NA,"9","0",NA,NA,NA,NA
"108",2020-03-27 00:00:00,"4","Middlesex","25",NA,"5","1",NA,NA,NA,NA
"109",2020-03-27 00:00:00,"5","New Haven","222",NA,"46","6",NA,NA,NA,NA
"110",2020-03-27 00:00:00,"6","New London","15",NA,"2","0",NA,NA,NA,NA
"111",2020-03-27 00:00:00,"7","Tolland","33",NA,"7","3",NA,NA,NA,NA
"112",2020-03-27 00:00:00,"8","Windham","3",NA,"0","0",NA,NA,NA,NA
"113",2020-03-28 00:00:00,"1","Fairfield","908",NA,"88","20",NA,NA,NA,NA
"114",2020-03-28 00:00:00,"2","Hartford","228",NA,"41","2",NA,NA,NA,NA
"115",2020-03-28 00:00:00,"3","Litchfield","65",NA,"12","0",NA,NA,NA,NA
"116",2020-03-28 00:00:00,"4","Middlesex","28",NA,"5","1",NA,NA,NA,NA
"117",2020-03-28 00:00:00,"5","New Haven","236",NA,"50","6",NA,NA,NA,NA
"118",2020-03-28 00:00:00,"6","New London","19",NA,"2","0",NA,NA,NA,NA
"119",2020-03-28 00:00:00,"7","Tolland","37",NA,"7","4",NA,NA,NA,NA
"120",2020-03-28 00:00:00,"8","Windham","3",NA,"0","0",NA,NA,NA,NA
"121",2020-03-29 00:00:00,"1","Fairfield","1245",NA,"189","21",NA,NA,NA,NA
"122",2020-03-29 00:00:00,"2","Hartford","276",NA,"67","2",NA,NA,NA,NA
"123",2020-03-29 00:00:00,"3","Litchfield","87",NA,"5","0",NA,NA,NA,NA
"124",2020-03-29 00:00:00,"4","Middlesex","38",NA,"1","1",NA,NA,NA,NA
"125",2020-03-29 00:00:00,"5","New Haven","280",NA,"137","6",NA,NA,NA,NA
"126",2020-03-29 00:00:00,"6","New London","20",NA,"4","0",NA,NA,NA,NA
"127",2020-03-29 00:00:00,"7","Tolland","40",NA,"0","4",NA,NA,NA,NA
"128",2020-03-29 00:00:00,"8","Windham","7",NA,"1","0",NA,NA,NA,NA
"129",2020-03-30 00:00:00,"1","Fairfield","1445",NA,"101","21",NA,NA,NA,NA
"130",2020-03-30 00:00:00,"2","Hartford","330",NA,"59","3",NA,NA,NA,NA
"131",2020-03-30 00:00:00,"3","Litchfield","113",NA,"18","1",NA,NA,NA,NA
"132",2020-03-30 00:00:00,"4","Middlesex","50",NA,"6","1",NA,NA,NA,NA
"133",2020-03-30 00:00:00,"5","New Haven","373",NA,"55","6",NA,NA,NA,NA
"134",2020-03-30 00:00:00,"6","New London","24",NA,"4","0",NA,NA,NA,NA
"135",2020-03-30 00:00:00,"7","Tolland","50",NA,"7","4",NA,NA,NA,NA
"136",2020-03-30 00:00:00,"8","Windham","10",NA,"0","0",NA,NA,NA,NA
"137",2020-03-31 00:00:00,"1","Fairfield","1870",NA,"275","38",NA,NA,NA,NA
"138",2020-03-31 00:00:00,"2","Hartford","393",NA,"110","7",NA,NA,NA,NA
"139",2020-03-31 00:00:00,"3","Litchfield","121",NA,"7","1",NA,NA,NA,NA
"140",2020-03-31 00:00:00,"4","Middlesex","56",NA,"5","1",NA,NA,NA,NA
"141",2020-03-31 00:00:00,"5","New Haven","517",NA,"202","12",NA,NA,NA,NA
"142",2020-03-31 00:00:00,"6","New London","27",NA,"8","1",NA,NA,NA,NA
"143",2020-03-31 00:00:00,"7","Tolland","56",NA,"1","7",NA,NA,NA,NA
"144",2020-03-31 00:00:00,"8","Windham","11",NA,"0","0",NA,NA,NA,NA
"145",2020-04-01 00:00:00,"1","Fairfield","1986",NA,"359","46",NA,NA,NA,NA
"146",2020-04-01 00:00:00,"2","Hartford","469",NA,"126","11",NA,NA,NA,NA
"147",2020-04-01 00:00:00,"3","Litchfield","131",NA,"11","1",NA,NA,NA,NA
"148",2020-04-01 00:00:00,"4","Middlesex","66",NA,"8","2",NA,NA,NA,NA
"149",2020-04-01 00:00:00,"5","New Haven","611",NA,"251","15",NA,NA,NA,NA
"150",2020-04-01 00:00:00,"6","New London","29",NA,"10","1",NA,NA,NA,NA
"151",2020-04-01 00:00:00,"7","Tolland","61",NA,"1","7",NA,NA,NA,NA
"152",2020-04-01 00:00:00,"8","Windham","19",NA,"0","0",NA,NA,NA,NA
"153",2020-04-02 00:00:00,"1","Fairfield","2132",NA,"381","65",NA,NA,NA,NA
"154",2020-04-02 00:00:00,"2","Hartford","539",NA,"136","13",NA,NA,NA,NA
"155",2020-04-02 00:00:00,"3","Litchfield","141",NA,"11","2",NA,NA,NA,NA
"156",2020-04-02 00:00:00,"4","Middlesex","74",NA,"11","3",NA,NA,NA,NA
"157",2020-04-02 00:00:00,"5","New Haven","647",NA,"274","17",NA,NA,NA,NA
"158",2020-04-02 00:00:00,"6","New London","29",NA,"9","1",NA,NA,NA,NA
"159",2020-04-02 00:00:00,"7","Tolland","67",NA,"2","10",NA,NA,NA,NA
"160",2020-04-02 00:00:00,"8","Windham","21",NA,"3","0",NA,NA,NA,NA
"161",2020-04-03 00:00:00,"1","Fairfield","2716",NA,"409","75",NA,NA,NA,NA
"162",2020-04-03 00:00:00,"2","Hartford","679",NA,"166","18",NA,NA,NA,NA
"163",2020-04-03 00:00:00,"3","Litchfield","173",NA,"14","4",NA,NA,NA,NA
"164",2020-04-03 00:00:00,"4","Middlesex","91",NA,"12","2",NA,NA,NA,NA
"165",2020-04-03 00:00:00,"5","New Haven","891",NA,"293","18",NA,NA,NA,NA
"166",2020-04-03 00:00:00,"6","New London","40",NA,"9","3",NA,NA,NA,NA
"167",2020-04-03 00:00:00,"7","Tolland","79",NA,"3","10",NA,NA,NA,NA
"168",2020-04-03 00:00:00,"8","Windham","27",NA,"3","0",NA,NA,NA,NA
"169",2020-04-04 00:00:00,"1","Fairfield","2824",NA,"475","86",NA,NA,NA,NA
"170",2020-04-04 00:00:00,"2","Hartford","726",NA,"184","26",NA,NA,NA,NA
"171",2020-04-04 00:00:00,"3","Litchfield","182",NA,"15","5",NA,NA,NA,NA
"172",2020-04-04 00:00:00,"4","Middlesex","100",NA,"19","4",NA,NA,NA,NA
"173",2020-04-04 00:00:00,"5","New Haven","1024",NA,"324","29",NA,NA,NA,NA
"174",2020-04-04 00:00:00,"6","New London","57",NA,"10","3",NA,NA,NA,NA
"175",2020-04-04 00:00:00,"7","Tolland","91",NA,"3","10",NA,NA,NA,NA
"176",2020-04-04 00:00:00,"8","Windham","31",NA,"3","1",NA,NA,NA,NA
"177",2020-04-05 00:00:00,"1","Fairfield","3050",NA,"531","96",NA,NA,NA,NA
"178",2020-04-05 00:00:00,"2","Hartford","751",NA,"189","29",NA,NA,NA,NA
"179",2020-04-05 00:00:00,"3","Litchfield","197",NA,"15","6",NA,NA,NA,NA
"180",2020-04-05 00:00:00,"4","Middlesex","110",NA,"19","5",NA,NA,NA,NA
"181",2020-04-05 00:00:00,"5","New Haven","1162",NA,"372","36",NA,NA,NA,NA
"182",2020-04-05 00:00:00,"6","New London","57",NA,"10","4",NA,NA,NA,NA
"183",2020-04-05 00:00:00,"7","Tolland","94",NA,"3","11",NA,NA,NA,NA
"184",2020-04-05 00:00:00,"8","Windham","32",NA,"3","1",NA,NA,NA,NA
"185",2020-04-06 00:00:00,"1","Fairfield","3719",NA,"572","101",NA,NA,NA,NA
"186",2020-04-06 00:00:00,"2","Hartford","882",NA,"213","31",NA,NA,NA,NA
"187",2020-04-06 00:00:00,"3","Litchfield","230",NA,"15","8",NA,NA,NA,NA
"188",2020-04-06 00:00:00,"4","Middlesex","135",NA,"22","7",NA,NA,NA,NA
"189",2020-04-06 00:00:00,"5","New Haven","1468",NA,"384","41",NA,NA,NA,NA
"190",2020-04-06 00:00:00,"6","New London","65",NA,"10","4",NA,NA,NA,NA
"191",2020-04-06 00:00:00,"7","Tolland","103",NA,"3","13",NA,NA,NA,NA
"192",2020-04-06 00:00:00,"8","Windham","40",NA,"2","1",NA,NA,NA,NA
"193",2020-04-07 00:00:00,"1","Fairfield","4136",NA,"613","132",NA,NA,NA,NA
"194",2020-04-07 00:00:00,"2","Hartford","1045",NA,"243","48",NA,NA,NA,NA
"195",2020-04-07 00:00:00,"3","Litchfield","255",NA,"17","9",NA,NA,NA,NA
"196",2020-04-07 00:00:00,"4","Middlesex","150",NA,"26","7",NA,NA,NA,NA
"197",2020-04-07 00:00:00,"5","New Haven","1664",NA,"390","60",NA,NA,NA,NA
"198",2020-04-07 00:00:00,"6","New London","85",NA,"12","4",NA,NA,NA,NA
"199",2020-04-07 00:00:00,"7","Tolland","111",NA,"4","13",NA,NA,NA,NA
"200",2020-04-07 00:00:00,"8","Windham","43",NA,"3","1",NA,NA,NA,NA
"201",2020-04-08 00:00:00,"1","Fairfield","4417",NA,"665","155",NA,NA,NA,NA
"202",2020-04-08 00:00:00,"2","Hartford","1290",NA,"251","68",NA,NA,NA,NA
"203",2020-04-08 00:00:00,"3","Litchfield","292",NA,"20","12",NA,NA,NA,NA
"204",2020-04-08 00:00:00,"4","Middlesex","174",NA,"28","9",NA,NA,NA,NA
"205",2020-04-08 00:00:00,"5","New Haven","1945",NA,"428","70",NA,NA,NA,NA
"206",2020-04-08 00:00:00,"6","New London","120",NA,"16","5",NA,NA,NA,NA
"207",2020-04-08 00:00:00,"7","Tolland","128",NA,"7","13",NA,NA,NA,NA
"208",2020-04-08 00:00:00,"8","Windham","49",NA,"3","1",NA,NA,NA,NA
"209",2020-04-09 00:00:00,"1","Fairfield","4882",NA,"664","178",NA,NA,NA,NA
"210",2020-04-09 00:00:00,"2","Hartford","1471",NA,"276","75",NA,NA,NA,NA
"211",2020-04-09 00:00:00,"3","Litchfield","315",NA,"25","13",NA,NA,NA,NA
"212",2020-04-09 00:00:00,"4","Middlesex","205",NA,"26","14",NA,NA,NA,NA
"213",2020-04-09 00:00:00,"5","New Haven","2183",NA,"447","78",NA,NA,NA,NA
"214",2020-04-09 00:00:00,"6","New London","139",NA,"15","6",NA,NA,NA,NA
"215",2020-04-09 00:00:00,"7","Tolland","145",NA,"7","13",NA,NA,NA,NA
"216",2020-04-09 00:00:00,"8","Windham","52",NA,"4","1",NA,NA,NA,NA
"217",2020-04-10 00:00:00,"1","Fairfield","5180",NA,"685","203",NA,NA,NA,NA
"218",2020-04-10 00:00:00,"2","Hartford","1615",NA,"296","88",NA,NA,NA,NA
"219",2020-04-10 00:00:00,"3","Litchfield","346",NA,"32","16",NA,NA,NA,NA
"220",2020-04-10 00:00:00,"4","Middlesex","240",NA,"28","17",NA,NA,NA,NA
"221",2020-04-10 00:00:00,"5","New Haven","2383",NA,"493","98",NA,NA,NA,NA
"222",2020-04-10 00:00:00,"6","New London","156",NA,"17","7",NA,NA,NA,NA
"223",2020-04-10 00:00:00,"7","Tolland","152",NA,"6","14",NA,NA,NA,NA
"224",2020-04-10 00:00:00,"8","Windham","59",NA,"5","1",NA,NA,NA,NA
"225",2020-04-11 00:00:00,"1","Fairfield","5407",NA,"676","220",NA,NA,NA,NA
"226",2020-04-11 00:00:00,"2","Hartford","1832",NA,"311","101",NA,NA,NA,NA
"227",2020-04-11 00:00:00,"3","Litchfield","388",NA,"38","20",NA,NA,NA,NA
"228",2020-04-11 00:00:00,"4","Middlesex","290",NA,"27","18",NA,NA,NA,NA
"229",2020-04-11 00:00:00,"5","New Haven","2715",NA,"514","107",NA,NA,NA,NA
"230",2020-04-11 00:00:00,"6","New London","185",NA,"16","7",NA,NA,NA,NA
"231",2020-04-11 00:00:00,"7","Tolland","171",NA,"7","15",NA,NA,NA,NA
"232",2020-04-11 00:00:00,"8","Windham","66",NA,"4","1",NA,NA,NA,NA
"233",2020-04-12 00:00:00,"1","Fairfield","5534",NA,"688","248",NA,NA,NA,NA
"234",2020-04-12 00:00:00,"2","Hartford","1914",NA,"333","116",NA,NA,NA,NA
"235",2020-04-12 00:00:00,"3","Litchfield","403",NA,"39","24",NA,NA,NA,NA
"236",2020-04-12 00:00:00,"4","Middlesex","299",NA,"32","18",NA,NA,NA,NA
"237",2020-04-12 00:00:00,"5","New Haven","2946",NA,"535","119",NA,NA,NA,NA
"238",2020-04-12 00:00:00,"6","New London","190",NA,"16","7",NA,NA,NA,NA
"239",2020-04-12 00:00:00,"7","Tolland","182",NA,"7","17",NA,NA,NA,NA
"240",2020-04-12 00:00:00,"8","Windham","66",NA,"4","1",NA,NA,NA,NA
"241",2020-04-13 00:00:00,"1","Fairfield","6004",NA,"710","262",NA,NA,NA,NA
"242",2020-04-13 00:00:00,"2","Hartford","2243",NA,"361","133",NA,NA,NA,NA
"243",2020-04-13 00:00:00,"3","Litchfield","446",NA,"37","24",NA,NA,NA,NA
"244",2020-04-13 00:00:00,"4","Middlesex","339",NA,"35","19",NA,NA,NA,NA
"245",2020-04-13 00:00:00,"5","New Haven","3358",NA,"580","135",NA,NA,NA,NA
"246",2020-04-13 00:00:00,"6","New London","222",NA,"20","7",NA,NA,NA,NA
"247",2020-04-13 00:00:00,"7","Tolland","195",NA,"13","17",NA,NA,NA,NA
"248",2020-04-13 00:00:00,"8","Windham","83",NA,"4","1",NA,NA,NA,NA
"249",2020-04-14 00:00:00,"1","Fairfield","6213",NA,"731","287",NA,NA,NA,NA
"250",2020-04-14 00:00:00,"2","Hartford","2370",NA,"369","153",NA,NA,NA,NA
"251",2020-04-14 00:00:00,"3","Litchfield","460",NA,"35","29",NA,NA,NA,NA
"252",2020-04-14 00:00:00,"4","Middlesex","355",NA,"38","21",NA,NA,NA,NA
"253",2020-04-14 00:00:00,"5","New Haven","3543",NA,"572","151",NA,NA,NA,NA
"254",2020-04-14 00:00:00,"6","New London","227",NA,"17","7",NA,NA,NA,NA
"255",2020-04-14 00:00:00,"7","Tolland","201",NA,"12","18",NA,NA,NA,NA
"256",2020-04-14 00:00:00,"8","Windham","87",NA,"5","1",NA,NA,NA,NA
"257",2020-04-15 00:00:00,"1","Fairfield","6480",NA,"784","365",NA,NA,NA,NA
"258",2020-04-15 00:00:00,"2","Hartford","2570",NA,"402","213",NA,NA,NA,NA
"259",2020-04-15 00:00:00,"3","Litchfield","490",NA,"32","35",NA,NA,NA,NA
"260",2020-04-15 00:00:00,"4","Middlesex","379",NA,"40","28",NA,NA,NA,NA
"261",2020-04-15 00:00:00,"5","New Haven","3758",NA,"612","195",NA,NA,NA,NA
"262",2020-04-15 00:00:00,"6","New London","236",NA,"21","7",NA,NA,NA,NA
"263",2020-04-15 00:00:00,"7","Tolland","216",NA,"11","22",NA,NA,NA,NA
"264",2020-04-15 00:00:00,"8","Windham","89",NA,"6","1",NA,NA,NA,NA
"265",2020-04-16 00:00:00,"1","Fairfield","6816",NA,"787","406",NA,NA,NA,NA
"266",2020-04-16 00:00:00,"2","Hartford","2859",NA,"420","243",NA,NA,NA,NA
"267",2020-04-16 00:00:00,"3","Litchfield","535",NA,"27","44",NA,NA,NA,NA
"268",2020-04-16 00:00:00,"4","Middlesex","394",NA,"39","30",NA,NA,NA,NA
"269",2020-04-16 00:00:00,"5","New Haven","4163",NA,"613","214",NA,NA,NA,NA
"270",2020-04-16 00:00:00,"6","New London","255",NA,"23","9",NA,NA,NA,NA
"271",2020-04-16 00:00:00,"7","Tolland","241",NA,"11","22",NA,NA,NA,NA
"272",2020-04-16 00:00:00,"8","Windham","87",NA,"6","1",NA,NA,NA,NA
"273",2020-04-17 00:00:00,"1","Fairfield","7146",NA,"797","425",NA,NA,NA,NA
"274",2020-04-17 00:00:00,"2","Hartford","3015",NA,"410","266",NA,NA,NA,NA
"275",2020-04-17 00:00:00,"3","Litchfield","569",NA,"28","46",NA,NA,NA,NA
"276",2020-04-17 00:00:00,"4","Middlesex","422",NA,"37","32",NA,NA,NA,NA
"277",2020-04-17 00:00:00,"5","New Haven","4520",NA,"633","229",NA,NA,NA,NA
"278",2020-04-17 00:00:00,"6","New London","292",NA,"22","10",NA,NA,NA,NA
"279",2020-04-17 00:00:00,"7","Tolland","258",NA,"12","24",NA,NA,NA,NA
"280",2020-04-17 00:00:00,"8","Windham","92",NA,"7","2",NA,NA,NA,NA
"281",2020-04-18 00:00:00,"1","Fairfield","7363",NA,"776","432",NA,NA,NA,NA
"282",2020-04-18 00:00:00,"2","Hartford","3196",NA,"417","289",NA,NA,NA,NA
"283",2020-04-18 00:00:00,"3","Litchfield","593",NA,"30","48",NA,NA,NA,NA
"284",2020-04-18 00:00:00,"4","Middlesex","448",NA,"36","37",NA,NA,NA,NA
"285",2020-04-18 00:00:00,"5","New Haven","4743",NA,"638","241",NA,NA,NA,NA
"286",2020-04-18 00:00:00,"6","New London","315",NA,"23","10",NA,NA,NA,NA
"287",2020-04-18 00:00:00,"7","Tolland","270",NA,"14","24",NA,NA,NA,NA
"288",2020-04-18 00:00:00,"8","Windham","97",NA,"4","2",NA,NA,NA,NA
"289",2020-04-19 00:00:00,"1","Fairfield","7434",NA,"746","447",NA,NA,NA,NA
"290",2020-04-19 00:00:00,"2","Hartford","3351",NA,"420","295",NA,NA,NA,NA
"291",2020-04-19 00:00:00,"3","Litchfield","600",NA,"27","48",NA,NA,NA,NA
"292",2020-04-19 00:00:00,"4","Middlesex","462",NA,"33","40",NA,NA,NA,NA
"293",2020-04-19 00:00:00,"5","New Haven","4871",NA,"633","257",NA,NA,NA,NA
"294",2020-04-19 00:00:00,"6","New London","339",NA,"26","10",NA,NA,NA,NA
"295",2020-04-19 00:00:00,"7","Tolland","276",NA,"12","24",NA,NA,NA,NA
"296",2020-04-19 00:00:00,"8","Windham","100",NA,"4","2",NA,NA,NA,NA
"297",2020-04-20 00:00:00,"1","Fairfield","8320",NA,"733","512",NA,NA,NA,NA
"298",2020-04-20 00:00:00,"2","Hartford","3823",NA,"455","369",NA,NA,NA,NA
"299",2020-04-20 00:00:00,"3","Litchfield","639",NA,"23","58",NA,NA,NA,NA
"300",2020-04-20 00:00:00,"4","Middlesex","484",NA,"36","45",NA,NA,NA,NA
"301",2020-04-20 00:00:00,"5","New Haven","5272",NA,"626","301",NA,NA,NA,NA
"302",2020-04-20 00:00:00,"6","New London","356",NA,"29","13",NA,NA,NA,NA
